Gene stable ID	Gene stable ID version	Gene name	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSG00000182095	ENSG00000182095.15	TNRC18	5306790	5425414	7
ENSG00000237056	ENSG00000237056.5	ZBTB22	4750352	4753876	HSCHR6_MHC_MCF_CTG1
ENSG00000231617	ENSG00000231617.8	DAXX	4754493	4765202	HSCHR6_MHC_MCF_CTG1
ENSG00000185022	ENSG00000185022.14	MAFF	38200767	38216511	22
ENSG00000178279	ENSG00000178279.4	TNP2	11267748	11269533	16
ENSG00000168386	ENSG00000168386.19	FILIP1L	99828811	100114513	3
ENSG00000178257	ENSG00000178257.4	PRM3	11273199	11273629	16
ENSG00000283580	ENSG00000283580.4		42767292	42794493	1
ENSG00000147535	ENSG00000147535.18	PLPP5	38263130	38269243	8
ENSG00000122304	ENSG00000122304.11	PRM2	11275639	11276480	16
ENSG00000112818	ENSG00000112818.12	MEP1A	46793368	46839801	6
ENSG00000175646	ENSG00000175646.4	PRM1	11280841	11281330	16
ENSG00000186806	ENSG00000186806.7	VSIG10L	51331536	51342310	19
ENSG00000169314	ENSG00000169314.16	C22orf15	23762990	23765863	22
ENSG00000284512	ENSG00000284512.1		81022316	81096284	16
ENSG00000124222	ENSG00000124222.24	STX16	58651261	58679526	20
ENSG00000170379	ENSG00000170379.21	TCAF2	143620952	143730410	7
ENSG00000260643	ENSG00000260643.2		81053587	81096296	16
ENSG00000188672	ENSG00000188672.19	RHCE	25362249	25430192	1
ENSG00000172007	ENSG00000172007.8	RAB33B	139453232	139476609	4
ENSG00000167601	ENSG00000167601.13	AXL	41219174	41261766	19
ENSG00000148600	ENSG00000148600.16	CDHR1	84194537	84219621	10
ENSG00000223496	ENSG00000223496.3	EXOSC6	70246778	70251940	16
ENSG00000260537	ENSG00000260537.2		70299194	70372582	16
ENSG00000154917	ENSG00000154917.12	RAB6B	133824235	133895882	3
ENSG00000157404	ENSG00000157404.18	KIT	54657267	54740783	4
ENSG00000243570	ENSG00000243570.9	CFB	3287686	3294120	HSCHR6_MHC_MCF_CTG1
ENSG00000261717	ENSG00000261717.5		75412684	75464706	16
ENSG00000198792	ENSG00000198792.14	TMEM184B	38219290	38273805	22
ENSG00000185177	ENSG00000185177.14	ZNF479	57117676	57139864	7
ENSG00000260092	ENSG00000260092.1		75528532	75545428	16
ENSG00000106304	ENSG00000106304.16	SPAM1	123925237	123971414	7
ENSG00000034713	ENSG00000034713.8	GABARAPL2	75566375	75577881	16
ENSG00000146281	ENSG00000146281.7	PM20D2	89146055	89165565	6
ENSG00000184661	ENSG00000184661.15	CDCA2	25459199	25507911	8
ENSG00000282757	ENSG00000282757.4	DUXB	75693893	75701461	16
ENSG00000146282	ENSG00000146282.20	RARS2	87513459	87590028	6
ENSG00000283755	ENSG00000283755.2	CPHXL	75714131	75726490	16
ENSG00000114349	ENSG00000114349.10	GNAT1	50191610	50197696	3
ENSG00000148942	ENSG00000148942.16	SLC5A12	26667020	26723427	11
ENSG00000197123	ENSG00000197123.9	ZNF679	64228474	64266931	7
ENSG00000064652	ENSG00000064652.12	SNX24	122843439	123029354	5
ENSG00000130656	ENSG00000130656.6	HBZ	142728	154503	16
ENSG00000234444	ENSG00000234444.10	ZNF736	64307459	64356634	7
ENSG00000206177	ENSG00000206177.7	HBM	153892	166764	16
ENSG00000148331	ENSG00000148331.13	ASB6	129634602	129642169	9
ENSG00000086506	ENSG00000086506.3	HBQ1	180459	181179	16
ENSG00000167780	ENSG00000167780.13	SOAT2	53103461	53124538	12
ENSG00000182810	ENSG00000182810.7	DDX28	68020916	68023232	16
ENSG00000164600	ENSG00000164600.7	NEUROD6	31337465	31340726	7
ENSG00000242616	ENSG00000242616.5	GNG10	111661561	111670473	9
ENSG00000229363	ENSG00000229363.9	NELFE	3294123	3301128	HSCHR6_MHC_MCF_CTG1
ENSG00000072736	ENSG00000072736.19	NFATC3	68084751	68229259	16
ENSG00000164808	ENSG00000164808.18	SPIDR	47260878	47736306	8
ENSG00000109956	ENSG00000109956.14	B3GAT1	134378504	134412242	11
ENSG00000140006	ENSG00000140006.13	WDR89	63597039	63642080	14
ENSG00000285772	ENSG00000285772.1		92112159	92179511	7
ENSG00000165629	ENSG00000165629.21	ATP5F1C	7788092	7807815	10
ENSG00000289027	ENSG00000289027.1		92112176	92245924	7
ENSG00000114547	ENSG00000114547.10	ROPN1B	125969160	125983454	3
ENSG00000285953	ENSG00000285953.2		92144723	92245943	7
ENSG00000204711	ENSG00000204711.10	CFAP95	69820815	69906655	9
ENSG00000132911	ENSG00000132911.6	NMUR2	152391542	152433368	5
ENSG00000157379	ENSG00000157379.15	DHRS1	24290598	24300136	14
ENSG00000168228	ENSG00000168228.17	ZCCHC4	25312774	25372306	4
ENSG00000009954	ENSG00000009954.11	BAZ1B	73440406	73522293	7
ENSG00000131732	ENSG00000131732.13	ZCCHC9	81301583	81313766	5
ENSG00000204640	ENSG00000204640.1	NMS	100470482	100483280	2
ENSG00000241674	ENSG00000241674.8	HLA-DMB	4128937	4147432	HSCHR6_MHC_QBL_CTG1
ENSG00000241839	ENSG00000241839.11	PLEKHO2	64839231	64868002	15
ENSG00000186660	ENSG00000186660.16	ZFP91	58578476	58621550	11
ENSG00000100359	ENSG00000100359.22	SGSM3	40370564	40410289	22
ENSG00000136720	ENSG00000136720.7	HS6ST1	128236716	128318868	2
ENSG00000152034	ENSG00000152034.12	MCHR2	99918519	99994247	6
ENSG00000107223	ENSG00000107223.14	EDF1	136862115	136866312	9
ENSG00000187605	ENSG00000187605.17	TET3	73984910	74108177	2
ENSG00000101782	ENSG00000101782.16	RIOK3	23453280	23486603	18
ENSG00000036828	ENSG00000036828.18	CASR	122183668	122291629	3
ENSG00000095970	ENSG00000095970.18	TREM2	41158488	41163186	6
ENSG00000206447	ENSG00000206447.2	MCCD1	2784579	2786094	HSCHR6_MHC_QBL_CTG1
ENSG00000132823	ENSG00000132823.12	OSER1	44195939	44210872	20
ENSG00000206315	ENSG00000206315.9	PBX2	3407934	3413385	HSCHR6_MHC_QBL_CTG1
ENSG00000169918	ENSG00000169918.11	OTUD7A	31475398	31870789	15
ENSG00000006606	ENSG00000006606.9	CCL26	75769533	75789896	7
ENSG00000011332	ENSG00000011332.23	DPF1	38211006	38229714	19
ENSG00000096654	ENSG00000096654.17	ZNF184	27450743	27473141	6
ENSG00000169020	ENSG00000169020.11	ATP5ME	672423	674369	4
ENSG00000135587	ENSG00000135587.10	SMPD2	109440678	109443920	6
ENSG00000166797	ENSG00000166797.13	CIAO2A	64072114	64094262	15
ENSG00000101407	ENSG00000101407.14	TTI1	37983007	38033461	20
ENSG00000270617	ENSG00000270617.1	URGCP-MRPS24	43866558	43906589	7
ENSG00000206299	ENSG00000206299.8	TAP2	4016121	4033069	HSCHR6_MHC_QBL_CTG1
ENSG00000130717	ENSG00000130717.14	UCK1	131523786	131531280	9
ENSG00000232616	ENSG00000232616.9	SKIC2	3301116	3311787	HSCHR6_MHC_MCF_CTG1
ENSG00000100575	ENSG00000100575.15	TIMM9	58407461	58427655	14
ENSG00000183801	ENSG00000183801.9	OLFML1	7485362	7512897	11
ENSG00000112337	ENSG00000112337.12	SLC17A2	25906892	25930815	6
ENSG00000135973	ENSG00000135973.3	GPR45	105241743	105243467	2
ENSG00000289346	ENSG00000289346.1		74796150	74890585	7
ENSG00000164105	ENSG00000164105.5	SAP30	173369969	173377532	4
ENSG00000158683	ENSG00000158683.10	PKD1L1	47740202	47948466	7
ENSG00000178562	ENSG00000178562.19	CD28	203706517	203739756	2
ENSG00000078140	ENSG00000078140.15	UBE2K	39698109	39782792	4
ENSG00000204397	ENSG00000204397.12	CARD16	105039092	105101431	11
ENSG00000175455	ENSG00000175455.17	CCDC14	123897305	123961435	3
ENSG00000166961	ENSG00000166961.16	MS4A15	60756863	60776733	11
ENSG00000187446	ENSG00000187446.13	CHP1	41230824	41281888	15
ENSG00000154252	ENSG00000154252.12	GAL3ST2	241776822	241804287	2
ENSG00000132563	ENSG00000132563.18	REEP2	138438988	138446969	5
ENSG00000139547	ENSG00000139547.9	RDH16	56950087	56959374	12
ENSG00000197122	ENSG00000197122.14	SRC	37344673	37406050	20
ENSG00000139344	ENSG00000139344.9	AMDHD1	95943301	95968720	12
ENSG00000178988	ENSG00000178988.12	MRFAP1L1	6707693	6709923	4
ENSG00000084092	ENSG00000084092.8	NOA1	56962876	56977623	4
ENSG00000206340	ENSG00000206340.10	C4A	3237995	3258653	HSCHR6_MHC_QBL_CTG1
ENSG00000134538	ENSG00000134538.4	SLCO1B1	21131120	21241074	12
ENSG00000224313	ENSG00000224313.6	DXO	3311846	3314328	HSCHR6_MHC_MCF_CTG1
ENSG00000104093	ENSG00000104093.15	DMXL2	51447711	51622981	15
ENSG00000166171	ENSG00000166171.14	DPCD	101570560	101609664	10
ENSG00000081377	ENSG00000081377.18	CDC14B	96490241	96619855	9
ENSG00000164114	ENSG00000164114.20	MAP9	155342658	155376970	4
ENSG00000165478	ENSG00000165478.9	HEPACAM	124919205	124936431	11
ENSG00000166183	ENSG00000166183.17	ASPG	104085537	104115582	14
ENSG00000285292	ENSG00000285292.1	ABCF2-H2BK1	151207837	151227166	7
ENSG00000135083	ENSG00000135083.18	CCNJL	160249083	160345396	5
ENSG00000132259	ENSG00000132259.14	CNGA4	6234765	6245011	11
ENSG00000146425	ENSG00000146425.12	DYNLT1	158636474	158644755	6
ENSG00000206538	ENSG00000206538.10	VGLL3	86876388	86991149	3
ENSG00000149577	ENSG00000149577.18	SIDT2	117178736	117197445	11
ENSG00000226033	ENSG00000226033.11	WHR1	3313211	3323483	HSCHR6_MHC_MCF_CTG1
ENSG00000146038	ENSG00000146038.13	DCDC2	24171755	24360249	6
ENSG00000141425	ENSG00000141425.19	RPRD1A	35984387	36067576	18
ENSG00000164651	ENSG00000164651.18	SP8	20782279	20786886	7
ENSG00000121594	ENSG00000121594.13	CD80	119523898	119569324	3
ENSG00000092421	ENSG00000092421.18	SEMA6A	116443555	116576161	5
ENSG00000128512	ENSG00000128512.24	DOCK4	111726110	112206407	7
ENSG00000204301	ENSG00000204301.7	NOTCH4	32194843	32224111	6
ENSG00000101189	ENSG00000101189.8	MRGBP	62796473	62801729	20
ENSG00000093217	ENSG00000093217.12	XYLB	38346760	38421348	3
ENSG00000125875	ENSG00000125875.16	TBC1D20	423596	462566	20
ENSG00000150867	ENSG00000150867.15	PIP4K2A	22534854	22714578	10
ENSG00000185900	ENSG00000185900.12	POMK	43093498	43131180	8
ENSG00000227746	ENSG00000227746.10	C4A	3356831	3377455	HSCHR6_MHC_MCF_CTG1
ENSG00000081923	ENSG00000081923.16	ATP8B1	57646426	57803560	18
ENSG00000205208	ENSG00000205208.6	C4orf46	158666675	158672255	4
ENSG00000196526	ENSG00000196526.12	AFAP1	7758713	7939926	4
ENSG00000151746	ENSG00000151746.16	BICD1	32106817	32383633	12
ENSG00000172167	ENSG00000172167.9	MTBP	120445400	120542133	8
ENSG00000095564	ENSG00000095564.16	BTAF1	91923770	92031437	10
ENSG00000183311	ENSG00000183311.16	TUBB	1975313	1980539	HSCHR6_MHC_QBL_CTG1
ENSG00000172493	ENSG00000172493.24	AFF1	86934237	87141073	4
ENSG00000112282	ENSG00000112282.19	MED23	131573966	131628242	6
ENSG00000110243	ENSG00000110243.13	APOA5	116789014	116793026	11
ENSG00000147570	ENSG00000147570.11	DNAJC5B	66021553	66101252	8
ENSG00000105750	ENSG00000105750.16	ZNF85	20923222	20950697	19
ENSG00000206357	ENSG00000206357.11	NELFE	3208062	3215062	HSCHR6_MHC_QBL_CTG1
ENSG00000110934	ENSG00000110934.14	BIN2	51281038	51324668	12
ENSG00000136868	ENSG00000136868.12	SLC31A1	113221191	113264492	9
ENSG00000101216	ENSG00000101216.12	GMEB2	63587601	63628426	20
ENSG00000177042	ENSG00000177042.17	TMEM80	695591	705028	11
ENSG00000235134	ENSG00000235134.7	CYP21A2	3380335	3383703	HSCHR6_MHC_MCF_CTG1
ENSG00000164924	ENSG00000164924.19	YWHAZ	100916523	100953388	8
ENSG00000119522	ENSG00000119522.19	DENND1A	123379648	123930152	9
ENSG00000132275	ENSG00000132275.12	RRP8	6595072	6603616	11
ENSG00000088827	ENSG00000088827.15	SIGLEC1	3686970	3712647	20
ENSG00000125755	ENSG00000125755.21	SYMPK	45815410	45866862	19
ENSG00000166323	ENSG00000166323.14	C11orf65	108308519	108467531	11
ENSG00000109381	ENSG00000109381.22	ELF2	139028112	139177224	4
ENSG00000170558	ENSG00000170558.11	CDH2	27932879	28177946	18
ENSG00000186860	ENSG00000186860.5	KRTAP17-1	41314912	41315710	17
ENSG00000006059	ENSG00000006059.4	KRT33A	41346092	41350828	17
ENSG00000176371	ENSG00000176371.15	ZSCAN2	84600986	84627796	15
ENSG00000125826	ENSG00000125826.23	RBCK1	407498	432139	20
ENSG00000131738	ENSG00000131738.11	KRT33B	41363498	41369813	17
ENSG00000153006	ENSG00000153006.17	SREK1IP1	64718148	64768692	5
ENSG00000198408	ENSG00000198408.15	OGA	101784443	101818620	10
ENSG00000101843	ENSG00000101843.20	PSMD10	108084202	108091619	X
ENSG00000206509	ENSG00000206509.13	HLA-F	985815	1001571	HSCHR6_MHC_QBL_CTG1
ENSG00000149021	ENSG00000149021.8	SCGB1A1	62405103	62423195	11
ENSG00000164366	ENSG00000164366.5	CCDC127	196868	218153	5
ENSG00000094796	ENSG00000094796.5	KRT31	41393721	41397608	17
ENSG00000014138	ENSG00000014138.11	POLA2	65261913	65305959	11
ENSG00000145536	ENSG00000145536.16	ADAMTS16	5140329	5320304	5
ENSG00000188229	ENSG00000188229.7	TUBB4B	137241287	137243707	9
ENSG00000108417	ENSG00000108417.4	KRT37	41420547	41424585	17
ENSG00000163352	ENSG00000163352.6	LENEP	154993586	154994315	1
ENSG00000010610	ENSG00000010610.11	CD4	6786858	6820807	12
ENSG00000141337	ENSG00000141337.13	ARSG	68259182	68422731	17
ENSG00000162704	ENSG00000162704.16	ARPC5	183620846	183635783	1
ENSG00000114771	ENSG00000114771.15	AADAC	151813931	151828917	3
ENSG00000157483	ENSG00000157483.10	MYO1E	59132434	59372871	15
ENSG00000173627	ENSG00000173627.8	APOBEC4	183646275	183653316	1
ENSG00000188566	ENSG00000188566.16	NDOR1	137205667	137219361	9
ENSG00000165359	ENSG00000165359.17	INTS6L	135520622	135582534	X
ENSG00000204614	ENSG00000204614.10	TRIM40	30136028	30151592	6
ENSG00000162641	ENSG00000162641.20	AKNAD1	108815898	108963484	1
ENSG00000164663	ENSG00000164663.16	USP49	41789896	41895375	6
ENSG00000112486	ENSG00000112486.19	CCR6	167111795	167139141	6
ENSG00000213859	ENSG00000213859.8	KCTD11	7351889	7354944	17
ENSG00000137313	ENSG00000137313.15	TRIM26	1439551	1468529	HSCHR6_MHC_QBL_CTG1
ENSG00000175182	ENSG00000175182.16	FAM131A	184335926	184348421	3
ENSG00000179859	ENSG00000179859.10	RNF227	7913339	7916289	17
ENSG00000156886	ENSG00000156886.12	ITGAD	31393335	31426505	16
ENSG00000255713	ENSG00000255713.2	OR4D2	58166982	58171411	17
ENSG00000197226	ENSG00000197226.14	TBC1D9B	179862058	179907911	5
ENSG00000130363	ENSG00000130363.15	RSPH3	158970084	159000202	6
ENSG00000176108	ENSG00000176108.9	CHMP6	80991598	81009517	17
ENSG00000080546	ENSG00000080546.15	SESN1	108984309	109095074	6
ENSG00000164163	ENSG00000164163.12	ABCE1	145098248	145129524	4
ENSG00000175104	ENSG00000175104.16	TRAF6	36483769	36510292	11
ENSG00000205899	ENSG00000205899.4	BHLHA9	1270444	1271815	17
ENSG00000184588	ENSG00000184588.18	PDE4B	65792514	66374579	1
ENSG00000184811	ENSG00000184811.4	TRARG1	1279662	1300978	17
ENSG00000036672	ENSG00000036672.17	USP2	119355215	119381711	11
ENSG00000073464	ENSG00000073464.14	CLCN4	10156943	10237660	X
ENSG00000121060	ENSG00000121060.19	TRIM25	56836387	56914080	17
ENSG00000149925	ENSG00000149925.22	ALDOA	30064164	30070457	16
ENSG00000096150	ENSG00000096150.9	RPS18	4466427	4470930	HSCHR6_MHC_QBL_CTG1
ENSG00000114200	ENSG00000114200.11	BCHE	165772904	165837462	3
ENSG00000118508	ENSG00000118508.6	RAB32	146543825	146554964	6
ENSG00000120805	ENSG00000120805.15	ARL1	101393116	101407772	12
ENSG00000112299	ENSG00000112299.9	VNN1	132680849	132719962	6
ENSG00000050393	ENSG00000050393.13	MCUR1	13786557	13814696	6
ENSG00000197958	ENSG00000197958.14	RPL12	127447422	127451446	9
ENSG00000234746	ENSG00000234746.4	OR2J2	438893	440164	HSCHR6_MHC_QBL_CTG1
ENSG00000141579	ENSG00000141579.7	ZNF750	82829434	82840022	17
ENSG00000227686	ENSG00000227686.7	VARS1	3047437	3051780	HSCHR6_MHC_QBL_CTG1
ENSG00000172939	ENSG00000172939.10	OXSR1	38165089	38255484	3
ENSG00000184986	ENSG00000184986.13	TMEM121	105525996	105530205	14
ENSG00000134758	ENSG00000134758.15	RNF138	32091871	32131561	18
ENSG00000176845	ENSG00000176845.13	METRNL	83079609	83095122	17
ENSG00000206510	ENSG00000206510.9	ZFP57	937893	946603	HSCHR6_MHC_QBL_CTG1
ENSG00000155465	ENSG00000155465.22	SLC7A7	22773222	22829820	14
ENSG00000139178	ENSG00000139178.13	C1RL	7089587	7109245	12
ENSG00000110442	ENSG00000110442.13	COMMD9	36269284	36289449	11
ENSG00000183826	ENSG00000183826.20	BTBD9	38168451	38640172	6
ENSG00000235569	ENSG00000235569.12	MSH5	2995810	3017580	HSCHR6_MHC_QBL_CTG1
ENSG00000146555	ENSG00000146555.20	SDK1	3301252	4269000	7
ENSG00000172421	ENSG00000172421.10	EFCAB3	62343941	62416480	17
ENSG00000104738	ENSG00000104738.20	MCM4	47960185	47978165	8
ENSG00000197629	ENSG00000197629.7	MPEG1	59208510	59213474	11
ENSG00000175213	ENSG00000175213.4	ZNF408	46701016	46705912	11
ENSG00000169885	ENSG00000169885.10	CALML6	1915108	1917296	1
ENSG00000132872	ENSG00000132872.13	SYT4	43267892	43277535	18
ENSG00000149218	ENSG00000149218.6	ENDOD1	95089817	95132645	11
ENSG00000166311	ENSG00000166311.11	SMPD1	6390414	6394998	11
ENSG00000116455	ENSG00000116455.14	WDR77	111439890	111449256	1
ENSG00000112394	ENSG00000112394.19	SLC16A10	111087503	111231194	6
ENSG00000141447	ENSG00000141447.20	OSBPL1A	24162045	24397880	18
ENSG00000135423	ENSG00000135423.14	GLS2	56470945	56488414	12
ENSG00000118507	ENSG00000118507.20	AKAP7	131135467	131283535	6
ENSG00000011028	ENSG00000011028.14	MRC2	62627670	62693597	17
ENSG00000121933	ENSG00000121933.19	TMIGD3	111483348	111563962	1
ENSG00000100330	ENSG00000100330.17	MTMR3	29883141	30030868	22
ENSG00000106003	ENSG00000106003.14	LFNG	2512529	2529177	7
ENSG00000148153	ENSG00000148153.15	INIP	112683926	112718149	9
ENSG00000282608	ENSG00000282608.2	ADORA3	111499429	111503633	1
ENSG00000131378	ENSG00000131378.15	RFTN1	16313574	16514026	3
ENSG00000204060	ENSG00000204060.8	FOXO6	41361922	41383590	1
ENSG00000196284	ENSG00000196284.19	SUPT3H	44809317	45377953	6
ENSG00000088876	ENSG00000088876.14	ZNF343	2481817	2525028	20
ENSG00000151365	ENSG00000151365.3	THRSP	78063861	78068351	11
ENSG00000153936	ENSG00000153936.18	HS2ST1	86914635	87109982	1
ENSG00000244734	ENSG00000244734.5	HBB	5225464	5229395	11
ENSG00000117971	ENSG00000117971.13	CHRNB4	78624111	78727754	15
ENSG00000188523	ENSG00000188523.10	CFAP77	132410043	132573319	9
ENSG00000010404	ENSG00000010404.19	IDS	149476988	149521096	X
ENSG00000204472	ENSG00000204472.14	AIF1	31615217	31617021	6
ENSG00000164744	ENSG00000164744.14	SUN3	47987148	48029119	7
ENSG00000174903	ENSG00000174903.17	RAB1B	66268590	66277492	11
ENSG00000267561	ENSG00000267561.2		86993009	87169204	1
ENSG00000165684	ENSG00000165684.7	SNAPC4	136375567	136400176	9
ENSG00000004939	ENSG00000004939.16	SLC4A1	44248390	44268141	17
ENSG00000167196	ENSG00000167196.15	FBXO22	75903876	75942511	15
ENSG00000162040	ENSG00000162040.7	HS3ST6	1911475	1918415	16
ENSG00000181218	ENSG00000181218.6	H2AC25	228434777	228457873	1
ENSG00000196890	ENSG00000196890.5	H2BC26	228458103	228463104	1
ENSG00000168159	ENSG00000168159.15	RNF187	228487382	228499899	1
ENSG00000164338	ENSG00000164338.11	UTP15	73565443	73583380	5
ENSG00000153060	ENSG00000153060.8	TEKT5	10627501	10694930	16
ENSG00000107554	ENSG00000107554.18	DNMBP	99875577	100009947	10
ENSG00000206525	ENSG00000206525.2	OR2W1	309791	310818	HSCHR6_MHC_QBL_CTG1
ENSG00000137968	ENSG00000137968.17	SLC44A5	75202129	75611114	1
ENSG00000206298	ENSG00000206298.8	PSMB8	4035005	4038991	HSCHR6_MHC_QBL_CTG1
ENSG00000086102	ENSG00000086102.20	NFX1	33290428	33371872	9
ENSG00000124813	ENSG00000124813.24	RUNX2	45328157	45664349	6
ENSG00000196914	ENSG00000196914.10	ARHGEF12	120336238	120489937	11
ENSG00000182108	ENSG00000182108.11	DEXI	10928891	10942468	16
ENSG00000083896	ENSG00000083896.14	YTHDC1	68310387	68350098	4
ENSG00000253276	ENSG00000253276.5	CCDC71L	106654360	106661158	7
ENSG00000196683	ENSG00000196683.12	TOMM7	22812628	22822849	7
ENSG00000103356	ENSG00000103356.18	EARS2	23520754	23557731	16
ENSG00000042062	ENSG00000042062.14	RIPOR3	50585180	50692021	20
ENSG00000253293	ENSG00000253293.6	HOXA10	27170605	27180261	7
ENSG00000206515	ENSG00000206515.3	MAS1L	752232	753368	HSCHR6_MHC_QBL_CTG1
ENSG00000206324	ENSG00000206324.11	AGPAT1	3391413	3401297	HSCHR6_MHC_QBL_CTG1
ENSG00000074621	ENSG00000074621.15	SLC24A1	65611366	65660995	15
ENSG00000261115	ENSG00000261115.7	TMEM178B	141074064	141480380	7
ENSG00000275896	ENSG00000275896.7	PRSS2	142760398	142774564	7
ENSG00000105877	ENSG00000105877.19	DNAH11	21543039	21901839	7
ENSG00000225828	ENSG00000225828.2	FAM229A	32361270	32364278	1
ENSG00000159450	ENSG00000159450.13	TCHH	152106317	152115444	1
ENSG00000036530	ENSG00000036530.10	CYP46A1	99684250	99727318	14
ENSG00000101331	ENSG00000101331.18	CCM2L	32010408	32032185	20
ENSG00000163900	ENSG00000163900.12	TMEM41A	185476496	185499057	3
ENSG00000095587	ENSG00000095587.10	TLL2	96364608	96513941	10
ENSG00000283324	ENSG00000283324.1	CTXND2	150887136	150913292	1
ENSG00000086619	ENSG00000086619.15	ERO1B	236214681	236282019	1
ENSG00000162068	ENSG00000162068.2	NTN3	2471297	2474145	16
ENSG00000114744	ENSG00000114744.10	COMMD2	149734667	149752495	3
ENSG00000260272	ENSG00000260272.1		2496032	2520218	16
ENSG00000259784	ENSG00000259784.1		2513965	2527955	16
ENSG00000205923	ENSG00000205923.3	CEMP1	2530035	2531417	16
ENSG00000026559	ENSG00000026559.15	KCNG1	51003655	51023244	20
ENSG00000182040	ENSG00000182040.9	USH1G	74916083	74923256	17
ENSG00000184166	ENSG00000184166.3	OR1D2	3088484	3104422	17
ENSG00000146233	ENSG00000146233.9	CYP39A1	46549383	46652830	6
ENSG00000150281	ENSG00000150281.7	CTF1	30896614	30903547	16
ENSG00000253506	ENSG00000253506.3	NACA2	61590421	61591219	17
ENSG00000155714	ENSG00000155714.14	PDZD9	21983865	22001116	16
ENSG00000180016	ENSG00000180016.2	OR1E1	3397104	3398410	17
ENSG00000127780	ENSG00000127780.3	OR1E2	3432870	3433841	17
ENSG00000141255	ENSG00000141255.13	SPATA22	3440019	3513852	17
ENSG00000140807	ENSG00000140807.7	NKD1	50548396	50649249	16
ENSG00000203786	ENSG00000203786.7	KPRP	152758025	152762056	1
ENSG00000135824	ENSG00000135824.13	RGS8	182641816	182684587	1
ENSG00000172175	ENSG00000172175.17	MALT1	58671426	58754477	18
ENSG00000186265	ENSG00000186265.12	BTLA	112461067	112499668	3
ENSG00000180815	ENSG00000180815.16	MAP3K15	19360056	19515508	X
ENSG00000206283	ENSG00000206283.10	PFDN6	4483726	4492822	HSCHR6_MHC_QBL_CTG1
ENSG00000174227	ENSG00000174227.17	PIGG	499210	540200	4
ENSG00000140534	ENSG00000140534.15	TICRR	89575469	89631056	15
ENSG00000204147	ENSG00000204147.12	ASAH2B	50739318	50816495	10
ENSG00000121716	ENSG00000121716.21	PILRB	100352176	100367831	7
ENSG00000118017	ENSG00000118017.5	A4GNT	138122901	138132390	3
ENSG00000145088	ENSG00000145088.10	EAF2	121835183	121886526	3
ENSG00000153292	ENSG00000153292.17	ADGRF1	46997708	47042350	6
ENSG00000164615	ENSG00000164615.7	CAMLG	134737608	134752705	5
ENSG00000124226	ENSG00000124226.12	RNF114	49936336	49953892	20
ENSG00000198211	ENSG00000198211.8		89919165	89936092	16
ENSG00000179097	ENSG00000179097.8	HTR1F	87792704	87993839	3
ENSG00000206486	ENSG00000206486.8	DHX16	1908201	1928150	HSCHR6_MHC_QBL_CTG1
ENSG00000143126	ENSG00000143126.8	CELSR2	109249539	109275751	1
ENSG00000174640	ENSG00000174640.16	SLCO2A1	133932699	134052184	3
ENSG00000145919	ENSG00000145919.12	BOD1	173607145	173616659	5
ENSG00000196693	ENSG00000196693.16	ZNF33B	42574185	42638620	10
